Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,COE
Patrick Air Force Base,Cocoa Beach,COF
Mandinga Airport,Condoto,COG
Cooch Behar Airport,,COH
Merritt Island Airport,Merritt Island,COI
Coonabarabran Airport,,COJ
Cochin International Airport,Kochi,COK
Coll Airport,Coll Island,COL
Coleman Municipal Airport,Coleman,COM
Concord Municipal Airport,Concord,CON
Cadjehoun Airport,Cotonou,COO
Cooperstown-Westville Airport,Cooperstown,COP
Choibalsan Airport,,COQ
Ingeniero Ambrosio Taravella Airport,Cordoba,COR
City of Colorado Springs Municipal Airport,Colorado Springs,COS
Cotulla-La Salle County Airport,Cotulla,COT
Columbia Regional Airport,Columbia,COU
Tambillos Airport,Coquimbo,COW
Congo Town Airport,Andros,COX
Coolawanyah Airport,Coolawanyah Station,COY
Constanza - Expedición 14 de Junio National Airport,Costanza,COZ
Cape Palmas Airport,Harper,CPA
Capurganá Airport,Capurganá,CPB
Aviador C. Campos Airport,Chapelco/San Martin de los Andes,CPC
Coober Pedy Airport,,CPD
Ingeniero Alberto Acuña Ongay International Airport,Campeche,CPE
Ngloram Airport,Tjepu-Java Island,CPF
Carmen De Patagones Airport,Carmen de Patagones,CPG
Copenhagen Kastrup Airport,Copenhagen,CPH
Cape Orford Airport,,CPI
Chaparral Airport,Chaparral,CPL
Compton Woodley Airport,Compton,CPM
Cape Rodney Airport,Cape Rodney,CPN
Desierto de Atacama Airport,Copiapo,CPO
Amarais Airport,Campinas,CPQ
Casper-Natrona County International Airport,Casper,CPR
St Louis Downtown Airport,Cahokia/St Louis,CPS
Cape Town International Airport,Cape Town,CPT
Cururupu Airport,Cururupu,CPU
Presidente João Suassuna Airport,Campina Grande,CPV
Benjamin Rivera Noriega Airport,Culebra Island,CPX
Canarana Airport,Canarana,CQA
Shahrekord Airport,Shahrekord,CQD
Calais-Dunkerque Airport,Calais/Dunkerque,CQF
Ciudad Real Central Airport,Ciudad Real,CQM
[Duplicate] Cape Flattery Airport,Cape Flattery,CQP
Cape Flattery Airport,,CQP
Costa Marques Airport,Costa Marques,CQS
Caquetania Airport,Caquetania,CQT
Craiova Airport,Craiova,CRA
Collarenebri Airport,,CRB
Santa Ana Airport,Cartago,CRC
General E. Mosconi Airport,Comodoro Rivadavia,CRD
Grand Strand Airport,North Myrtle Beach,CRE
Carnot Airport,Carnot,CRF
Jacksonville Executive at Craig Airport,Jacksonville,CRG
Cherrabah Airport,Cherrabah Homestead Resort,CRH
Colonel Hill Airport,Colonel Hill,CRI
Coorabie Airport,Coorabie,CRJ
Clark International Airport,Angeles City,CRK
Brussels South Charleroi Airport,Brussels,CRL
Catarman National Airport,Catarman,CRM
Corcoran Airport,Corcoran,CRO
Corpus Christi International Airport,Corpus Christi,CRP
Caravelas Airport,Caravelas,CRQ
Ceres Airport,Ceres,CRR
C David Campbell Field Corsicana Municipal Airport,Corsicana,CRS
Z M Jack Stell Field,Crossett,CRT
Lauriston Airport,Carriacou Island,CRU
Crotone Airport,Crotone,CRV
Yeager Airport,Charleston,CRW
Roscoe Turner Airport,Corinth,CRX
Carlton Hill Airport,Carlton Hill,CRY
Turkmenabat Airport,Türkmenabat,CRZ
Colonsay Airstrip,Colonsay,CSA
Caransebes Airport,Caransebes,CSB
Mojica Airport,Cañas,CSC
Cresswell Downs Airport,Cresswell Downs,CSD
Buckhorn Ranch Airport,Crested Butte,CSE
Creil Air Base,Creil,CSF
Columbus Metropolitan Airport,Columbus,CSG
Solovki Airport,Solovetsky Islands,CSH
Casino Airport,,CSI
Cap Skirring Airport,Cap Skirring,CSK
Clinton Sherman Airport,Clinton,CSM
Carson Airport,Carson City,CSN
Cochstedt Airport,Magdeburg,CSO
Creston Municipal Airport,Creston,CSQ
Casuarito Airport,Casuarito,CSR
Cassilândia Airport,Cassilândia,CSS
Castaway Island Seaplane Base,Castaway Island,CST
Santa Cruz do Sul Airport,Santa Cruz Do Sul,CSU
Crossville Memorial Whitson Field,Crossville,CSV
Changsha Huanghua International Airport,Changsha,CSX
Cheboksary Airport,Cheboksary,CSY
[Duplicate] Brigadier Hector Ruiz Airport,Coronel Suarez,CSZ
Brigadier D.H.E. Ruiz Airport,Coronel Suarez,CSZ
Catania-Fontanarossa Airport,Catania,CTA
Cut Bank International Airport,Cut Bank,CTB
Catamarca Airport,Catamarca,CTC
Alonso Valderrama Airport,Chitré,CTD
Carti Airport,Carti,CTE
Coatepeque Airport,Coatepeque,CTF
Rafael Nuñez International Airport,Cartagena,CTG
Chester County G O Carlson Airport,Coatesville,CTH
Cuito Cuanavale Airport,Cuito Cuanavale,CTI
Charleville Airport,Charleville,CTL
Chetumal International Airport,Chetumal,CTM
Cooktown Airport,,CTN
Calverton Executive Airpark,Calverton,CTO
Carutapera Airport,Carutapera,CTP
Santa Vitória do Palmar Airport,Santa Vitória Do Palmar,CTQ
[Duplicate] Cattle Creek Airport,Cattle Creek,CTR
Cattle Creek Airport,,CTR
New Chitose Airport,Chitose / Tomakomai,CTS
Le Castellet Airport,Le Castellet,CTT
Chengdu Shuangliu International Airport,Chengdu,CTU
Cortland County Chase Field,Cortland,CTX
Cross City Airport,Cross City,CTY
Sampson County Airport,Clinton,CTZ
Ciudad Constitución Airport,Ciudad Constitución,CUA
Jim Hamilton L.B. Owens Airport,Columbia,CUB
Camilo Daza International Airport,Cúcuta,CUC
Caloundra Airport,,CUD
Mariscal Lamar Airport,Cuenca,CUE
Cuneo International Airport,Cuneo,CUF
Cudal Airport,,CUG
Cushing Municipal Airport,Cushing,CUH
Currillo Airport,Currillo,CUI
Culion Airport,Culion Island,CUJ
Caye Caulker Airport,Caye Caulker,CUK
Bachigualato Federal International Airport,Culiacán,CUL
Cumaná (Antonio José de Sucre) Airport,,CUM
Cancún International Airport,Cancún,CUN
Carurú Airport,Carurú,CUO
General Francisco Bermúdez Airport,Carúpano,CUP
Coen Airport,Coen,CUQ
Hato International Airport,Willemstad,CUR
Cutral-Co Airport,Cutral-Co,CUT
General Roberto Fierro Villalobos International Airport,Chihuahua,CUU
Casigua El Cubo Airport,Casigua El Cubo,CUV
Cue Airport,,CUY
Alejandro Velasco Astete International Airport,Cusco,CUZ
Chungribu Airport,Chungribu,CVB
Cleve Airport,,CVC
Coveñas Airport,Coveñas,CVE
Courchevel Airport,Courcheval,CVF
Cincinnati Northern Kentucky International Airport,Cincinnati,CVG
Caviahue Airport,Lafontaine,CVH
Caleta Olivia Airport,Caleta Olivia,CVI
General Mariano Matamoros Airport,,CVJ
Cape Vogel Airport,,CVL
General Pedro Jose Mendez International Airport,Ciudad Victoria,CVM
Clovis Municipal Airport,Clovis,CVN
Corvallis Municipal Airport,Corvallis,CVO
Carnarvon Airport,Carnarvon,CVQ
Hughes Airport,Culver City,CVR
Cannon Air Force Base,Clovis,CVS
Coventry Airport,Coventry,CVT
Corvo Airport,Corvo,CVU
Central Wisconsin Airport,Mosinee,CWA
Afonso Pena Airport,Curitiba,CWB
Chernivtsi International Airport,Chernivtsi,CWC
Cairo West Airport,El Cairo,CWE
Chennault International Airport,Lake Charles,CWF
Clinton Municipal Airport,Clinton,CWI
Cardiff International Airport,Cardiff,CWL
Campbellpore Airport,Campbellpore,CWP
Cowarie Airport,,CWR
Center Island Airport,Center Island,CWS
Cowra Airport,,CWT
Corowa Airport,,CWW
Cochise County Airport,Willcox,CWX
Caicara del Orinoco Airport,,CXA
Cox's Bazar Airport,Cox's Bazar,CXB
Chitina Airport,Chitina,CXC
Coldfoot Airport,Coldfoot,CXF
Vancouver Harbour Water Aerodrome,Vancouver,CXH
Cassidy International Airport,Banana,CXI
Hugo Cantergiani Regional Airport,Caxias Do Sul,CXJ
Calexico International Airport,Calexico,CXL
Camaxilo Airport,Camaxilo,CXM
Candala Airport,Candala,CXN
Conroe-North Houston Regional Airport,Houston,CXO
Tunggul Wulung Airport,Cilacap-Java Island,CXP
Christmas Creek Station Airport,Christmas Creek,CXQ
Cam Ranh Airport,Nha Trang,CXR
Charters Towers Airport,,CXT
Cat Cay Airport,Cat Cay,CXY
Les Cayes Airport,Les Cayes,CYA
Gerrard Smith International Airport,Cayman Brac,CYB
Caye Chapel Airport,Caye Chapel,CYC
Town Airstrip,San Ignacio,CYD
Chefornak Airport,Chefornak,CYF
Corryong Airport,,CYG
Chiayi Airport,Chiayi City,CYI
Coyoles Airport,Coyoles,CYL
Chatham Seaplane Base,Chatham,CYM
Vilo Acuña International Airport,Cayo Largo del Sur,CYO
Calbayog Airport,Calbayog City,CYP
Laguna de Los Patos International Airport,Colonia del Sacramento,CYR
Cheyenne Regional Jerry Olson Field,Cheyenne,CYS
Yakataga Airport,Yakataga,CYT
Cuyo Airport,Cuyo,CYU
Captain Rogelio Castillo National Airport,Celaya,CYW
Cherskiy Airport,Cherskiy,CYX
Cauayan Airport,Cauayan City,CYZ
Chichen Itza International Airport,Chichen Itza,CZA
Carlos Ruhl Airport,Cruz Alta,CZB
Copper Center 2 Airport,Copper Center,CZC
José Leonardo Chirinos Airport,Coro,CZE
Cape Romanzof LRRS Airport,Cape Romanzof,CZF
Corozal Municipal Airport,Corozal,CZH
Corazón de Jesús Airport,Corazón de Jesús and Narganá Islands,CZJ
Cascade Locks State Airport,Cascade Locks,CZK
Mohamed Boudiaf International Airport,Constantine,CZL
Cozumel International Airport,Cozumel,CZM
Chisana Airport,Chisana,CZN
Chistochina Airport,Chistochina,CZO
Cape Pole Seaplane Base,Cape Pole,CZP
Cruzeiro do Sul Airport,Cruzeiro Do Sul,CZS
Dimmit County Airport,Carrizo Springs,CZT
Las Brujas Airport,Corozal,CZU
Czestochowa-Rudniki,Czestochowa,CZW
Changzhou Benniu Airport,Changzhou,CZX
Cluny Airport,,CZY
Davison Army Air Field,Fort Belvoir,DAA
Daytona Beach International Airport,Daytona Beach,DAB
Dhaka / Hazrat Shahjalal International Airport,Dhaka,DAC
Da Nang International Airport,Da Nang,DAD
Daup Airport,,DAF
Barstow Daggett Airport,Daggett,DAG
Dakhla Airport,,DAK
Dallas Love Field,Dallas,DAL
Damascus International Airport,Damascus,DAM
Danville Regional Airport,Danville,DAN
Dabo Airport,,DAO
Darchula Airport,Darchula,DAP
Julius Nyerere International Airport,Dar es Salaam,DAR
Great Bear Lake Airport,Great Bear Lake,DAS
Datong Airport,Datong,DAT
Daru Airport,Daru,DAU
Enrique Malek International Airport,David,DAV
Dachuan Airport,Dazhou,DAX
James M Cox Dayton International Airport,Dayton,DAY
Darwaz Airport,Darwaz,DAZ
Dalbandin Airport,Dalbandin,DBA
El Alamein International Airport,El Alamein,DBB
Chang'an Airport,Baicheng,DBC
Dhanbad Airport,,DBD
Dutch Bay SPB,Kalpitiya Island,DBK
Debra Marcos Airport,Debra Marcos,DBM
W H 'Bud' Barron Airport,Dublin,DBN
Dubbo City Regional Airport,Dubbo,DBO
Debepare Airport,Debepare,DBP
Dubuque Regional Airport,Dubuque,DBQ
Dubois Municipal Airport,Dubois,DBS
Debre Tabor Airport,Debre Tabor,DBT
Dambulu Oya Tank Seaplane Base,Dambulla,DBU
Dubrovnik Airport,Dubrovnik,DBV
Dalby Airport,,DBY
Ronald Reagan Washington National Airport,Washington,DCA
Canefield Airport,Canefield,DCF
Dubai Creek SPB,Dubai,DCG
Decimomannu Air Base,Decimomannu,DCI
Dahl Creek Airport,Dahl Creek,DCK
Castres-Mazamet Airport,Castres/Mazamet,DCM
RAAF Base Curtin,,DCN
Decatur HI-Way Airfield,Decatur,DCR
Duncan Town Airport,,DCT
Pryor Field Regional Airport,Decatur,DCU
Dodge City Regional Airport,Dodge City,DDC
Dandong Airport,Dandong,DDG
Dodoima Airport,,DDM
Delta Downs Airport,,DDN
Dorado Beach Airport,Dorado,DDP
Dadu West Airport,Dadu,DDU
Dadu Airport,Dadu,DDU
Dera Ghazi Khan Airport,Dera Ghazi Khan,DEA
Debrecen International Airport,Debrecen,DEB
Decatur Airport,Decatur,DEC
Dehradun Airport,Dehradun,DED
Mendeleyevo Airport,Kunashir Island,DEE
Dezful Airport,,DEF
Decorah Municipal Airport,Decorah,DEH
Denis Island Airport,Denis Island,DEI
Indira Gandhi International Airport,New Delhi,DEL
Dembidollo Airport,Dembidollo,DEM
Denver International Airport,Denver,DEN
Daporijo Airport,Daporijo,DEP
Derim Airport,Derim,DER
Desroches Airport,Desroches Island,DES
Coleman A. Young Municipal Airport,Detroit,DET
Nop Goliath Airport,Yahukimo,DEX
Deir ez-Zor Air Base,Deir ez-Zor,DEZ
Defiance Memorial Airport,Defiance,DFI
Drumduff Airport,Drumduff,DFP
Dallas Fort Worth International Airport,Dallas-Fort Worth,DFW
Dangriga Airport,Dangriga,DGA
Degah Bur Airport,Degah Bur,DGC
Dalgaranga Gold Mine Airport,,DGD
Mudgee Airport,Mudgee,DGE
Douglas Lake Airport,Douglas Lake,DGF
Fishermans Airfield,Daugo Island,DGG
Douglas Municipal Airport,Douglas,DGL
Dandugama Seaplane Base,Colombo,DGM
Dahlgren Naval Surface Warfare Center Airport,Dahlgren,DGN
General Guadalupe Victoria International Airport,Durango,DGO
Daugavpils Intrenational Airport,Daugavpils,DGP
Dargaville Aerodrome,,DGR
Sibulan Airport,Dumaguete City,DGT
Dedougou Airport,Dedougou,DGU
Converse County Airport,Douglas,DGW
King Abdulaziz Air Base,,DHA
Deer Harbor SPB,Deer Harbor,DHB
Durham Downs Airport,,DHD
Al Dhafra Air Base,,DHF
Dhangarhi Airport,Dhangarhi,DHI
Kangra Airport,,DHM
Dothan Regional Airport,Dothan,DHN
De Kooy Airport,Den Helder,DHR
Dalhart Municipal Airport,Dalhart,DHT
Dibrugarh Airport,Dibrugarh,DIB
Arrachart Airport,,DIE
Diqing Airport,Shangri-La,DIG
Dijon-Bourgogne Airport,Dijon/Longvic,DIJ
Dickinson Theodore Roosevelt Regional Airport,Dickinson,DIK
Presidente Nicolau Lobato International Airport,Dili,DIL
Dimbokro Airport,Dimbokro,DIM
Dien Bien Phu Airport,Dien Bien Phu,DIN
Diapaga Airport,Diapaga,DIP
Brigadeiro Cabral Airport,Divinópolis,DIQ
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,DIR
Ngot Nzoungou Airport,Dolisie,DIS
Diu Airport,Diu,DIU
Mawella Lagoon Seaplane Base,Dickwella,DIW
Diyarbakir Airport,Diyarbakir,DIY
Djougou Airport,Djougou,DJA
Sultan Thaha Airport,Jambi-Sumatra Island,DJB
Djerba Zarzis International Airport,Djerba,DJE
Djanet Inedbirene Airport,Djanet,DJG
Jebel Ali Seaplane Base,Jebel Ali,DJH
Sentani Airport,Jayapura-Papua Island,DJJ
Djambala Airport,Djambala,DJM
Delta Junction Airport,Delta Junction,DJN
Daloa Airport,,DJO
Dajarra Airport,,DJR
Djúpivogur Airport,Djúpivogur,DJU
Katsina Airport,Katsina,DKA
Dunk Island Airport,Dunk Island,DKI
Chautauqua County-Dunkirk Airport,Dunkirk,DKK
Léopold Sédar Senghor International Airport,Dakar,DKR
Dikson Airport,Dikson,DKS
Docker River Airport,,DKV
Douala International Airport,Douala,DLA
Zhoushuizi Airport,Dalian,DLC
Geilo Airport Dagali,Dagali,DLD
Dole-Tavaux Airport,Dole/Tavaux,DLE
Laughlin Air Force Base,Del Rio,DLF
Dillingham Airport,Dillingham,DLG
Duluth International Airport,Duluth,DLH
Lien Khuong Airport,Dalat,DLI
Dulkaninna Airport,Dulkaninna,DLK
Dillon County Airport,Dillon,DLL
Dalaman International Airport,Dalaman,DLM
Dillon Airport,Dillon,DLN
Columbia Gorge Regional the Dalles Municipal Airport,The Dalles,DLS
Dali Airport,Xiaguan,DLU
Delissaville Airport,,DLV
Dillon's Bay Airport,Dillon's Bay,DLY
Dalanzadgad Airport,Dalanzadgad,DLZ
Davis Monthan Air Force Base,Tucson,DMA
Taraz Airport,Taraz,DMB
Doomadgee Airport,,DMD
Domodedovo International Airport,Moscow,DME
Don Mueang International Airport,Bangkok,DMK
King Fahd International Airport,Ad Dammam,DMM
Deming Municipal Airport,Deming,DMN
Sedalia Memorial Airport,Sedalia,DMO
Diamantino Airport,Diamantino,DMT
Dimapur Airport,Dimapur,DMU
Kadena Air Base,,DNA
Dunbar Airport,,DNB
Dundee Airport,Dundee,DND
Martubah Airport,Derna,DNF
Doongan Airport,,DNG
Dunhuang Airport,Dunhuang,DNH
Wad Medani Airport,Wad Medani,DNI
Dnipropetrovsk International Airport,Dnipropetrovsk,DNK
Daniel Field,Augusta,DNL
Dalton Municipal Airport,Dalton,DNN
Dianópolis Airport,Dianópolis,DNO
Tulsipur Airport,Dang,DNP
Deniliquin Airport,Deniliquin,DNQ
Dinard-Pleurtuit-Saint-Malo Airport,Dinard/Pleurtuit/Saint-Malo,DNR
Denison Municipal Airport,Denison,DNS
Dinangat Airport,Dinangat,DNU
Vermilion Regional Airport,Danville,DNV
Galegu Airport,Dinder,DNX
Çardak Airport,Denizli,DNZ
Doany Airport,Doany,DOA
Rar Gwamar Airport,Dobo-Warmar Island,DOB
Dornoch Airfield,Dornoch,DOC
Dodoma Airport,Dodoma,DOD
Djumu-Djomoe Airport,Djumu-Djomoe,DOE
Dongola Airport,Dongola,DOG
Hamad International Airport,Doha,DOH
Doini Airport,Castori Islets,DOI
Donetsk International Airport,Donetsk,DOK
Deauville-Saint-Gatien Airport,Deauville,DOL
Melville Hall Airport,Marigot,DOM
Dos Lagunas Airport,Dos Lagunas,DON
Dorobisoro Airport,Dorobisoro,DOO
Dolpa Airport,Dolpa,DOP
Dori Airport,Dori,DOR
Dios Airport,Dios,DOS
Dourados Airport,Dourados,DOU
Dover Air Force Base,Dover,DOV
Dongara Airport,,DOX
Dongying Shengli Airport,Dongying,DOY
Dupage Airport,Chicago/West Chicago,DPA
St Aubin Airport,Dieppe,DPE
Michael AAF (Dugway Proving Ground) Airport,Dugway Proving Ground,DPG
Deer Park Airport,Deer Park,DPK
Dipolog Airport,Dipolog City,DPL
Devonport Airport,Devonport,DPO
Ngurah Rai (Bali) International Airport,Denpasar-Bali Island,DPS
Deputatskiy Airport,Deputatskiy,DPT
Dumpu Airport,Dumpu,DPU
Saertu Airport,Daqing Shi,DQA
Alpine Airstrip,Deadhorse,DQH
Desert Rock Airport,Mercury,DRA
Derby Airport,,DRB
Dirico Airport,Dirico,DRC
Dorunda Airport,Dorunda Outstation,DRD
Drummond Island Airport,Drummond Island,DRE
Drift River Airport,Kenai,DRF
Deering Airport,Deering,DRG
Dabra Airport,Dabra-Papua Island,DRH
Beauregard Regional Airport,De Ridder,DRI
Drietabbetje Airport,Drietabbetje,DRJ
Drake Bay Airport,Puntarenas,DRK
Dirranbandi Airport,,DRN
Durango La Plata County Airport,Durango,DRO
Durrie Airport,,DRR
Dresden Airport,Dresden,DRS
Del Rio International Airport,Del Rio,DRT
Drummond Airport,Drummond,DRU
Dharavandhoo Airport,Baa Atoll,DRV
Darwin International Airport,Darwin,DRW
Drysdale River Airport,,DRY
Robin Hood Doncaster Sheffield Airport,Doncaster,DSA
Dschang Airport,Dschang,DSC
La Désirade Airport,Grande Anse,DSD
Combolcha Airport,Dessie,DSE
Dilasag Airport,Dilasag,DSG
Destin Executive Airport,Destin,DSI
Dera Ismael Khan Airport,Dera Ismael Khan,DSK
Des Moines International Airport,Des Moines,DSM
Ordos Ejin Horo Airport,Ordos,DSN
Sondok Airport,Sondong-ni,DSO
Diass-Thies Blaise Diagne International Airport,Dakar,DSS
Dansville Municipal Airport,Dansville,DSV
Dongsha Island Airport,Pratas Island,DSX
Delta Municipal Airport,Delta,DTA
Silangit Airport,Siborong-Borong,DTB
Datadawai Airport,Datadawai-Borneo Island,DTD
Daet Airport,Daet,DTE
Furnace Creek Airport,Death Valley National Park,DTH
Diamantina Airport,Diamantina,DTI
Detroit Lakes Airport - Wething Field,Detroit Lakes,DTL
Dortmund Airport,Dortmund,DTM
Shreveport Downtown Airport,Shreveport,DTN
Decatur Shores Airport,Decatur,DTR
Detroit Metropolitan Wayne County Airport,Detroit,DTW
Eaker Field,Durant,DUA
Dublin Airport,Dublin,DUB
Halliburton Field,Duncan,DUC
Dunedin Airport,Dunedin,DUD
Dundo Airport,Chitato,DUE
Pine Island Airport,Corolla,DUF
Bisbee Douglas International Airport,Douglas Bisbee,DUG
DuBois Regional Airport,Dubois,DUJ
Mubatuba Airport,Mubatuba,DUK
Pinang Kampai Airport,Dumai-Sumatra Island,DUM
Dundas Airport,Pituffik,DUN
Duncan Airport,Duncan,DUQ
King Shaka International Airport,Durban,DUR
Düsseldorf Airport,Düsseldorf,DUS
Unalaska Airport,Unalaska,DUT
Andavadoaka Airport,Andavadoaka,DVD
Diavik Airport,Diavik,DVK
Devils Lake Regional Airport,Devils Lake,DVL
Davenport Municipal Airport,Davenport,DVN
Francisco Bangoy International Airport,Davao City,DVO
Davenport Downs Airport,,DVP
Daly River Airport,,DVR
Phoenix Deer Valley Airport,Phoenix,DVT
Dwangwa Airport,Dwangwa,DWA
Soalala Airport,Soalala,DWB
Al Maktoum International Airport,Jebel Ali,DWC
Dawadmi Domestic Airport,Dawadmi,DWD
Wright Field,Dayton,DWF
David Wayne Hooks Memorial Airport,Houston,DWH
Downtown Airpark,Oklahoma City,DWN
Diyawanna Oya Seaplane Base,Kotte,DWO
Dywer Airbase,Camp Dwyer,DWR
Lake Buena Vista STOLport,Walt Disney World,DWS
Dubai International Airport,Dubai,DXB
Dixie Airport,New Dixie,DXD
Bruce Campbell Field,Madison,DXE
Danbury Municipal Airport,Danbury,DXR
Dysart Airport,,DYA
Dayong Airport,Dayong,DYG
Doylestown Airport,Doylestown,DYL
Diamantina Lakes Airport,Diamantina Lakes,DYM
Ugolny Airport,Anadyr,DYR
Dyess Air Force Base,Abilene,DYS
Dushanbe Airport,Dushanbe,DYU
Daly Waters Airport,Daly Waters,DYW
Dzaoudzi Pamandzi International Airport,Dzaoudzi,DZA
Codazzi Airport,Hacienda Borrero,DZI
Las Flores Airport,Codazzi,DZI
Zhezkazgan Airport,Zhezkazgan,DZN
Santa Bernardina International Airport,Durazno,DZO
Dazu Air Base,Dazu,DZU
Eagle Airport,Eagle,EAA
Abbse Airport,Abbse,EAB
Siwo Airport,Emae Island,EAE
Elenak Airport,Mejato Island,EAL
Nejran Airport,,EAM
Phifer Airfield,Wheatland,EAN
Kearney Regional Airport,Kearney,EAR
San Sebastian Airport,Hondarribia,EAS
Pangborn Memorial Airport,Wenatchee,EAT
Chippewa Valley Regional Airport,Eau Claire,EAU
Marina Di Campo Airport,Marina  Di Campo,EBA
Entebbe International Airport,Kampala,EBB
El Obeid Airport,Al-Ubayyid,EBD
El Bagre Airport,El Bagre,EBG
El Bayadh Airport,El Bayadh,EBH
Esbjerg Airport,Esbjerg,EBJ
Erbil International Airport,Arbil,EBL
El Borma Airport,El Borma,EBM
Ebadon Airport,Ebadon Island,EBN
Ebon Airport,Ebon Atoll,EBO
Webster City Municipal Airport,Webster City,EBS
Saint-Étienne-Bouthéon Airport,Saint-Étienne/Bouthéon,EBU
Ebolowa Airport,Ebolowa,EBW
Iosco County Airport,East Tawas,ECA
Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,ECG
Echuca Airport,,ECH
Costa Esmeralda Airport,Tola,ECI
Ercan International Airport,Nicosia,ECN
El Encanto Airport,El Encanto,ECO
Northwest Florida Beaches International Airport,Panama City Beach,ECP
El Charco Airport,El Charco,ECR
Mondell Field,Newcastle,ECS
Cuatro Vientos Airport,Madrid,ECV
Edna Bay Seaplane Base,Edna Bay,EDA
El Debba Airport,El Debba,EDB
Erldunda Airport,,EDD
Northeastern Regional Airport,Edenton,EDE
Elmendorf Air Force Base,Anchorage,EDF
Edinburgh Airport,Edinburgh,EDI
Captain Jack Thomas El Dorado Airport,El Dorado,EDK
Eldoret International Airport,Eldoret,EDL
La Roche-sur-Yon Airport,La Roche-sur-Yon/Les Ajoncs,EDM
Balikesir Körfez Airport,Edremit,EDO
Erandique Airport,Erandique,EDQ
Pormpuraaw Airport,Pormpuraaw,EDR
Edwards Air Force Base,Edwards,EDW
Needles Airport,Needles,EED
Eek Airport,Eek,EEK
Dillant Hopkins Airport,Keene,EEN
Ellington Airport,Houston,EFD
Efogi Airport,Efogi,EFG
Newport State Airport,Newport,EFK
Kefallinia Airport,Kefallinia Island,EFL
Jefferson Municipal Airport,Jefferson,EFW
Engati Airstrip,Engati,EGA
Bergerac-Roumanière Airport,Bergerac/Roumanière,EGC
Eagle County Regional Airport,Eagle,EGE
El Gora Airport,El Gora,EGH
Duke Field,Crestview,EGI
Negele Airport,Negele Borana,EGL
Sege Airport,Sege,EGM
Geneina Airport,Geneina,EGN
Belgorod International Airport,Belgorod,EGO
Maverick County Memorial International Airport,Eagle Pass,EGP
Egilsstaðir Airport,Egilsstaðir,EGS
Eagle River Union Airport,Eagle River,EGV
Egegik Airport,Egegik,EGX
El Bolson Airport,El Bolson,EHL
Cape Newenham LRRS Airport,Cape Newenham,EHM
Rentschler Heliport,East Hartford,EHT
Eisenach-Kindel Airport,Eisenach,EIB
Yeniseysk Airport,Yeniseysk,EIE
Einasleigh Airport,Einasleigh,EIH
Yeysk Airport,Yeysk,EIK
Eielson Air Force Base,Fairbanks,EIL
Eindhoven Airport,Eindhoven,EIN
Terrance B. Lettsome International Airport,Road Town,EIS
Ein Yahav Airfield,Sapir,EIY
Yariguíes Airport,Barrancabermeja,EJA
Al Wajh Domestic Airport,Al Wajh,EJH
Ejin Banner-Taolai Airport,Ejin Banner,EJN
Enejit Airport,Enejit Island,EJT
Murray Field,Eureka,EKA
Ekibastuz Airport,Ekibastuz,EKB
Elkedra Airport,,EKD
Elkhart Municipal Airport,Elkhart,EKI
Elkins-Randolph Co-Jennings Randolph Field,Elkins,EKN
Elko Regional Airport,Elko,EKO
Shakhtyorsk Airport,Shakhtersk,EKS
Eskilstuna Airport,Eskilstuna,EKT
Addington Field,Elizabethtown,EKX
Eagle Lake Airport,Eagle Lake,ELA
Las Flores Airport,El Banco,ELB
Elcho Island Airport,Elcho Island,ELC
South Arkansas Regional At Goodwin Field,El Dorado,ELD
EL Real Airport,El Real de Santa María,ELE
El Fasher Airport,El Fasher,ELF
El Golea Airport,,ELG
North Eleuthera Airport,North Eleuthera,ELH
Elim Airport,Elim,ELI
El Recreo Airport,Ruperto Polania,ELJ
Elk City Regional Business Airport,Elk City,ELK
Ellisras Matimba Airport,Ellisras,ELL
Elmira Corning Regional Airport,Elmira/Corning,ELM
Bowers Field,Ellensburg,ELN
El Dorado Airport,El Dorado,ELO
El Paso International Airport,El Paso,ELP
Gassim Airport,,ELQ
Elelim Airport,Elelim-Papua Island,ELR
Ben Schoeman Airport,East London,ELS
El Tor Airport,,ELT
Guemar Airport,Guemar,ELU
Elfin Cove Seaplane Base,Elfin Cove,ELV
Ellamar Seaplane Base,Ellamar,ELW
Isla de Tigre  Heliport,Isla de Tigre,ELX
Ely Airport Yelland Field,Ely,ELY
Wellsville Municipal Arpt,Tarantine Field,Wellsville,ELZ
East Midlands Airport,Nottingham,EMA
Emerald Airport,Emerald,EMD
Emden Airport,Emden,EME
Empangeni Airport,Empangeni,EMG
Emirau Airport,Emirau Island,EMI
Emmonak Airport,Emmonak,EMK
Emmen Air Base,,EML
Kemmerer Municipal Airport,Kemmerer,EMM
Néma Airport,Néma,EMN
Emo River Airstrip,Emo Mission,EMO
Emporia Municipal Airport,Emporia,EMP
Embessa Airport,Embessa,EMS
El Monte Airport,El Monte,EMT
El Maiten Airport,El Maiten,EMX
El Minya Airport,Minya,EMY
Kenai Municipal Airport,Kenai,ENA
Eneabba Airport,Eneabba,ENB
Nancy-Essey Airport,Nancy/Essey,ENC
Vance Air Force Base,Enid,END
Ende (H Hasan Aroeboesman) Airport,Ende-Flores Island,ENE
Enontekio Airport,Enontekio,ENF
